NOCCODE,OperatorPublicName,RefNm,OpNm,Licence,TLRegOwn,Mode,ManDivNm,GpNme,EBSRAgent,LO,SW,WM,WA,YO,NW,NE,SC,SE,EA,EM,NI,NX,Megabus,"New Bharat",Terravision,NCSD,Easybus,Yorks_RT,"Travel Enq",Comment,AuditDate,AuditEditor,AuditComment,Duplicate,"Date Ceased","Cessation Comment"
SEMM,"H Semmence & Co.","H Semmence & Co.","H Semmence & Co Ltd",PF0000087,EA,Bus,"H Semmence & Co Ltd,",NoGroup_BusMode,,,,,,,,,,SEMM,SEMM,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SEOC,Meritrule,"Oak Coaches","Meritrule Ltd",PK0002520,SE,Bus,"Meritrule Ltd,",NoGroup_BusMode,,,,,,,,,,SEOC,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-25 00:00:00","Data cleanse for David Dyson"
SESX,"Stephensons of Essex","Stephensons of Essex","Stephensons Of Essex Ltd",PF0000454,SW,Bus,"Stephensons Of Essex Ltd,",NoGroup_BusMode,,,767STEP,,,,,,,SESX,SESX,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Revert EA code to DIVA for David Dyson",OK,,
SEWR,"Sewards Coaches","Sewards Coaches","Ivy Ann Seward & Partners",PH0004853,SW,Bus,"Ivy Ann Seward & Partners,",NoGroup_BusMode,,,SE,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SFCS,"Silver Fern Coaches","Silver Fern Coaches","Silver Fern Coaches",,NW,Bus,"Silver Fern Coaches                             ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SFGC,"Safeguard Buses","Safeguard Coaches (Surrey)","Safeguard Coaches Limited",PK0001486,SE,Bus,"Safeguard Coaches Limited,",NoGroup_BusMode,,,,,,,,,,SFGC,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
SFLT,"SunFun Luxury Travel","SunFun Luxury Travel","David John Collier",PF0001681,EA,Bus,"David John Collier,",NoGroup_BusMode,,,,,,,,,,,SFLT,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SGBC,"South Gloucestershire Bus & Coach","South Gloucestershire Bus & Coach","Jeffrey Roger Durbin & Bernice Mary Durbin",PH0007145,SW,Bus,"Jeffrey Roger Durbin & Bernice Mary Durbin,",NoGroup_BusMode,,,SGB,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SGIL,SGI,SGI,"Steel Group Investments Limited",PB1116692,YO,Bus,"Steel Group Investments Limited,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,SGI,,,"2013-03-08 00:00:00","John Prince","Added for Yorkshire",OK,"2015-07-27 00:00:00","Ceased for Andrew Davie"
SGLC,"South Gloucestershire Council","South Gloucestershire Council","South Gloucestershire Council",PH1042651,SW,Bus,"South Gloucestershire Council,","Local Authority",,,SGC,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SHAM,"Shamrock Buses","Shamrock Buses","Dorset Heritage Transport Services Ltd",PH1007836,SW,Bus,"Dorset Heritage Transport Services Ltd,",NoGroup_BusMode,,,SHB,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-03 00:00:00","Seasonal? for Andy Hole"
SHAW,"Shaws Coaches","Shaws Coaches","Marjorie Shaw",PB0003960,EM,Bus,"Marjorie Shaw,",NoGroup_BusMode,,,,,,,,,,,,SHAW,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SHEC,Eurocar,,"Steve Harrison",PB0004210,NE,Bus,"Steve Harrison,",NoGroup_BusMode,,,,,,,,ECM,,,,,,,,,,,,,,,"2015-09-25 00:00:00","John Prince","Added for Amy Armstrong data cleanse",OK,,
SHER,"Sherwood Travel","Sherwood Travel","Stuart Oakland & Jane Oakland",PB0003707,EM,Bus,"Stuart Oakland & Jane Oakland,",NoGroup_BusMode,,,,,,,,,,,,SHER,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SHES,Eurocars,Eurocars,"Steven Harrison",PB1129313,NE,Bus,"Steven Harrison",NoGroup_BusMode,,,,,,,,STH,,,,,,,,,,,,,,,"2020-07-10 00:00:00","Amy Brown",,,,
SHFD,"Shaftesbury & District","Shaftesbury & District","Shaftesbury & District Motor Services Ltd",PH1013784,SW,Bus,"Shaftesbury & District Motor Services Ltd,",NoGroup_BusMode,,,SH,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SHIC,"Shetland Islands Council","Shetland Islands Council","Shetland Islands Council",PM0001045,SC,Bus,"Shetland Islands Council,","Local Authority",,,,,,,,MOP,SIC,,,,,,,,,,,,,,"2014-09-15 00:00:00","John Prince","Change owner to SC and add Scotland local code",OK,,
SHIL,"Shiel Buses","Shiel Buses","Shiel Buses Ltd",PM0002951,SC,Bus,"Shiel Buses Ltd,",NoGroup_BusMode,,,,,,,,,SHI,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SHOR,"Shoreys Travel","Shoreys Travel","Donna Thompson & Gwyneth Shorey",PF1095963,SE,Bus,"Donna Thompson & Gwyneth Shorey,",NoGroup_BusMode,,,,,,,,,,SHOR,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
SHOT,"Short's Travel","Short's Travel","Short's Travel Limited",PM1141541,SC,Bus,"Short's Travel Limited",NoGroup_BusMode,,,,,,,,,SHO,,,,,,,,,,,,,,"2022-01-18 00:00:00","Amy Brown",,,,
SHPD,"Wayne Douglas Sheppard","Wayne Douglas Sheppard","Wayne Douglas Sheppard",PG0007434,WA,Bus,"Wayne Douglas Sheppard,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SHPT,"Shires Passenger Transport","Shires Passenger Transport","Shires Passenger Transport Ltd",PF1060927,SW,Bus,"Shires Passenger Transport Ltd",NoGroup_BusMode,,,SHPT,,,,,,,,,,,,,,,,,,,,"2021-01-27 00:00:00","Amy Brown","Added for Andy Hole",,,
SHRK,"Shamrock Mini Coaches",Shamrocks,"Shamrock Mini Coaches",,NW,Bus,"Shamrock Mini Coaches          ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SHRL,"Shoreline Travel","Shoreline Travel","Trevor Royston Shore",PH1030093,SW,Bus,"Trevor Royston Shore,",NoGroup_BusMode,,,SLT,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-03 00:00:00","Seasonal? for Andy Hole"
SHRN,"Sharpes of Nottingham","Sharpes of Nottingham","Sharpe & Sons (Nottingham) Ltd",PB1032369,EM,Bus,"Sharpe & Sons (Nottingham) Ltd,",NoGroup_BusMode,,,,,,,,,,,,SHRN,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SHRP,"Shropshire Link","Shropshire Link","Shropshire Link",,WM,Bus,"Shropshire Link,",NoGroup_BusMode,,,,SHL,,,,,,,,,,,,,,,,,,"Marketing name for many operators","2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SHRS,"South Harris Coaches","South Harris Coaches","Donald Macrae & Raymond Angus Campbell",PM1126484,SC,Bus,"Donald Macrae & Raymond Angus Campbell,",NoGroup_BusMode,,,,,,,,,SHC,,,,,,,,,,,,,,"2015-12-11 00:00:00","Steven Penn","Scotland code added",OK,,
SHTR,"Shire Travel International","Shire Travel International","Shire Travel International Ltd",,WM,Bus,"Shire Travel International Ltd",NoGroup_BusMode,,,,SHT,,,,,,,,,,,,,,,,,,,"2017-01-31 00:00:00","Amy Brown","Added for Lynn Anderton",,,
SHUT,"Shuttle Buses","Shuttle Buses Ltd (Kilwinning)","Shuttle Buses Ltd",PM0001560,SC,Bus,"Shuttle Buses Ltd,",NoGroup_BusMode,,,,,,,,,SHU,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SHWM,"Shaws of Maxey","R E Shaw & Partners (Maxey)","Richard Edwin Shaw & Partners",PF0000852,EM,Bus,"Richard Edwin Shaw & Partners,",NoGroup_BusMode,,,,,,,,,,,,SHWM,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SHWS,"M and A Shaw",Shaws,"M and A Shaw",,NW,Bus,"M and A Shaw                                ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SILV,"Silverline Management Services","Silverline Management Services","William Martin Haworth",PG1067346,WA,Bus,"William Martin Haworth,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SIMG,SimplyGo,SimplyGo,SimplyGo,,SE,Bus,"SimplyGo,",NoGroup_BusMode,,,,,,,,,,SIMG,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-25 00:00:00","Data cleanse for David Dyson"
SIMN,"William Sim & Son",Sim,"Betty Sim & Partners",PC0000218,NE,Bus,"Betty Sim & Partners,",NoGroup_BusMode,,,,,,,,SIM,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SIMO,Simonds,Simonds,"Simonds Of Botesdale Ltd",PF0000705,EA,Bus,"Simonds Of Botesdale Ltd,",NoGroup_BusMode,,,744SIM,,,,,,,SIMO,SIMO,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SIMP,"Simpsons (Keswick)",Simpsons,"Alfred Simpson",PC0000050,NE,Bus,"Alfred Simpson,",NoGroup_BusMode,,,,,,,,SMP,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SIMT,"Sim's Travel","Sim's Travel","Sim's Travel",,NW,Bus,"Sim's Travel",NoGroup_BusMode,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,
SINV,"Stagecoach Highlands","Stagecoach Highlands","Highland Country Buses Ltd",PM0002294,SC,Bus,"Stagecoach Highlands,",Stagecoach,Stagecoach,,,,,,,SII,STI,,,,,,,,,,,,,,"2014-01-29 00:00:00","J Prince","Add details for Chas Allen",OK,,
SINV,"Stagecoach Highlands","Stagecoach Highlands","Highland Country Buses Ltd",PM0002294,SC,Bus,"Stagecoach Highlands,",Stagecoach,,,,,,,,,SINV,,,,,,,,,,,,,,,,,,,
SIPR,"S P Cars","S P Cars","Simon Price",PG1128938,WA,Bus,"Simon Price",NoGroup_BusMode,,,,,SIPR,,,,,,,,,,,,,,,,,,"2019-10-11 00:00:00","Amy Brown","Added for Debra Glaves",,,
SKGT,"Skegness Travel",,"Skegness Travel",PF0002262,EM,Bus,"Skegness Travel",NoGroup_BusMode,,,,,,,,,,,,SKGT,,,,,,,,,,,"2016-09-29 00:00:00","Steven Penn","Created for Stuart Reynolds",,,
SKIL,"Skills Motor Coaches Limited","Skills Motor Coaches (Notts)","Skills Motor Coaches Ltd",PB0002633,EM,Bus,"Skills Motor Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,SKIL,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SKMB,"Skelton Minibuses","Skelton Minibuses","David Stainthorpe",PB0002533,NE,Bus,"David Stainthorpe,",NoGroup_BusMode,,,,,,,,SKE,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SKNT,"South Kent Coaches","South Kent Coaches","Neil Ross Sadler & Jacqueline Sadler",PK1080462,SE,Bus,"Neil Ross Sadler & Jacqueline Sadler,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SKTR,"Skyline Travel","Skyline Travel","Francis Dolan",PM0002831,SC,Bus,"Francis Dolan,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
SKYT,"Sky Taxis","Sky Taxis","Colin Mclaren",PM0002893,SC,Bus,"Colin Mclaren,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SKYW,"Skye-ways (Kyle)",Skyeways,"Alistair Macrae & Mhairi Macrae",PM1023394,SC,Bus,"Alistair Macrae & Mhairi Macrae,",NoGroup_BusMode,,,,,,,,,SKW,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SLAE,"Slaemuir Coaches","Slaemuir Coaches","Slaemuir Coaches Ltd",PM1001614,SC,Bus,"Slaemuir Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
SLBS," Select Bus Services","BP Brown Travel Ltd / Select Bus Services","B P Brown Travel Ltd",PD1098350,WM,Bus,"B P Brown Travel Ltd,",NoGroup_BusMode,,,,SBS,,,,,,,,,,,,,,,,,,,"2012-04-24 00:00:00","John Prince","Added for WM",OK,,
SLCK,Slacks,"Slacks Travel (Matlock)","K V & G L Slack Ltd",PC0003242,EM,Bus,"K V & G L Slack Ltd,",NoGroup_BusMode,,,,,,,,,,,,SLCK,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SLCX,Silcox,Silcox,"Silcox Motor Coach Co Ltd",PG0004902,WA,Bus,"Silcox Motor Coach Co Ltd,",NoGroup_BusMode,,,,,SLCX,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SLEA,"Sleafordian Coaches","Sleafordian Coaches","Sleaford Taxi Co Ltd",PF0007062,EM,Bus,"Sleaford Taxi Co Ltd,",NoGroup_BusMode,,,,,,,,,,,,SLEA,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SLNE,Starline,Starline,"Christopher William Roffey",PK1055601,SE,Bus,"Christopher William Roffey",NoGroup_BusMode,,,,,,,,,,SLNE,,,,,,,,,,,,,"2018-02-26 00:00:00","Amy Brown","Added for Stuart Reynolds",,,
SLNK,"School Links","School Links","School Links",,WM,Bus,"School Links,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SLVD,"Silverdale Coaches (Scotland)","Silverdale Coaches","John Chapman",PM0000327,SC,Bus,"John Chapman,",NoGroup_BusMode,,,,,,,,,SIL,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SLVL,LandFlight,Silverline,"Silverline Landflight Ltd",PD0001760,WA,Bus,"Silverline Landflight Ltd,",NoGroup_BusMode,,,,SIL,SLVL,,,SLV,,,,,,,,,,,,,,,"2018-09-05 00:00:00","Amy Brown","Updated public name",OK,,
SLVR,"Silver Choice","Silver Choice","Silver Choice Travel Ltd",PM0002593,SC,Bus,"Silver Choice Travel Ltd,",NoGroup_BusMode,,,,,,,,,SLV,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SLVS,"Silver Star","Silver Star","Silver Star Coach Holidays Ltd",PG0007474,WA,Bus,"Silver Star Coach Holidays Ltd,",NoGroup_BusMode,,,,,SLVS,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-07-17 00:00:00","Ceased for Debra Glaves"
SLVT,"Silverdale Tours","Silverdale Tours (Nottingham) Ltd","Silverdale Tours (Nottingham) Ltd",PB0002632,EM,Bus,"Silverdale Tours (Nottingham) Ltd,",NoGroup_BusMode,,,,,,,,,,,,SLVT,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SLXT,"Sarah's Luxury Tours","Sarah's Luxury Tours","Sarah's Luxury Tours",,NW,Bus,"Sarah's Luxury Tours                          ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
SMBY,"Shauns Mini Buses",,"Shaun McGowan",PB1124544,YO,Bus,"Shaun McGowan,",NoGroup_BusMode,,,,,,SMC,,,,,,,,,,,,,,,,,"2015-02-20 00:00:00","John Prince","Added for Tom Carter",OK,,
SMCH,"Smiths Coaches","Smiths Coaches Shepton Mallet","Graham William Smith",PH1088433,SW,Bus,"Graham William Smith,",NoGroup_BusMode,,,SM,,,,,,,,,,,,,,,,,,,,"2013-10-01 00:00:00","John Prince","Added for Andy Hole / P Stoner",OK,,
SMCS,"S M Coaches","S M Coaches","S M Coaches Ltd",PF1024526,SE,Bus,"S M Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,SMCS,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
SMEE,"J P Smee","J P Smee","Julie Patricia Smee",PH1078111,SW,Bus,"Julie Patricia Smee,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SMLB,"Smith's Motors (Ledbury)","Smith's Motors (Ledbury)","Smiths Motors (Ledbury) Ltd",PD0000671,WM,Bus,"Smiths Motors (Ledbury) Ltd,",NoGroup_BusMode,,,,SML,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SMMC,"Travel Cornwall","Summercourt Travel","Summercourt Travel Ltd",PH1011427,SW,Bus,"Summercourt Travel Ltd,",NoGroup_BusMode,,,ST,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SMMM,"South Mimms Travel","South Mimms Travel","South Mimms Travel Ltd",PF0001596,SE,Bus,"South Mimms Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SMOM,"Smith's Of Marple","Smith's Of Marple","Freedom Travel North Ltd",PC1063546,NW,Bus,"Freedom Travel North Ltd,",NoGroup_BusMode,,,,,,,2112,,,,,SMOM,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SMRB,"Somerbus of Paulton",Somerbus,"Somerbus Ltd",PH0005373,SW,Bus,"Somerbus Ltd,",NoGroup_BusMode,,,SJ,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SMSE,"SMS Executive Travel","SMS X Travel","SMS Executive Travel Limited",PF1016897,EM,Bus,"SMS Executive Travel Limited,",NoGroup_BusMode,,,,,,,,,,,,SMSE,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SMSV,"Scalpay Minibus Committee","(Isle of) Scalpay Minibus Committee","Scalpay Minibus Committee",PM0002847,SC,Bus,"Scalpay Minibus Committee,",NoGroup_BusMode,,,,,,,,,SMS,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SMTC,"Smiths Coaches (Ayr)","Smiths Coaches","Andrew G Smith Snr & Andrew S Smith Jnr",PM0003006,SC,Bus,"Andrew G Smith Snr & Andrew S Smith Jnr,",NoGroup_BusMode,,,,,,,,,SMC,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SMTH,"Smith & Sons","Smith and Sons (Blairgowerie)","Ian F  Smith & Partners",PM0001044,SC,Bus,"Ian F  Smith & Partners,",NoGroup_BusMode,,,,,,,,SAS,SSO,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODES ADDED",OK,,
SMTR,"Smiths of Tring","G A Smiths of Tring","G A Smiths Coaches Ltd",PF0006157,SE,Bus,"G A Smiths Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SMTS,SMT,SMT,SMT,,SC,Bus,"SMT,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SNAI,"Howard Snaith","Snaith's Travel","Howard James Snaith & Partners",PB1065121,NE,Bus,"Howard James Snaith & Partners,",NoGroup_BusMode,,,,,,,,SNA,SNA,,,,,,,,,,,,,"Also NE code HJS","2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SNCC,"Hugh Sinclair & Co (Shetland)","Hugh Sinclair & Co","Andrew John Williamson",PM0000882,SC,Bus,"Andrew John Williamson,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
SNCH,"Shane Nuttall",,"Shane Raymond Nuttall Ltd",PC2051476,NW,Bus,"Shane Raymond Nuttall Ltd,",NoGroup_BusMode,,,,,,,SNCH,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
SNDG,"Sandgrounder Coaches","Sandgrounder Coaches","Gerald Doherty",PC1067291,NW,Bus,"Gerald Doherty,",NoGroup_BusMode,,,,,,,1693,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SNDR,"Sanders Coaches","Sanders Coaches Limited","Sanders Coaches Ltd",PF1018256,EA,Bus,"Sanders Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,SNDR,SNDR,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SNNK,"Stagecoach East Midlands",Stagecoach,"Lincolnshire Road Car Co Ltd",PB0001484,EM,Bus,"Stagecoach East Midlands,",Stagecoach,Stagecoach,,,,,,,,,,,SNNK,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SNNY,"Sunny Travel","Sunny Travel","Kamaljit Kaur",PD1082181,WM,Bus,"Kamaljit Kaur,",NoGroup_BusMode,,,,SUT,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SNTR,Foxstar,Foxstar,"Snowdonia Travel Ltd",PG1143169,WA,Bus,"Snowdonia Travel Ltd","City Fox Group",,,,,SNTR,,,,,,,,,,,,,,,,,,"2018-11-15 00:00:00","Amy Brown","Added for Debra Glaves",,,
SOAM,"A Soames & Sons","A Soames & Sons","Forget-Me-Not (Travel) Ltd",PF0000042,EA,Bus,"Forget-Me-Not (Travel) Ltd,",NoGroup_BusMode,,,,,,,,,,,SOAM,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SOCO,"Aldermaston Coach Lines","Aldermaston Coach Lines","Southern Coach Lines Ltd",PH2015826,SW,Bus,"Southern Coach Lines Ltd",NoGroup_BusMode,,,SCL,,,,,,,,,,,,,,,,,,,,"2021-07-05 00:00:00","Amy Brown","Added for Andy Hole",,,
SOFI,"Southgate & Finchley Coaches","Southgate & Finchley Coaches","Southgate & Finchley Coaches Ltd",PK0001957,LO,Bus,"Southgate & Finchley Coaches Ltd",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2022-02-23 00:00:00","Amy Brown",,,,
SOLU,"Solus Coaches","Solus Travel Ltd (Tamworth)","Solus Travel Ltd",PD1007019,WM,Bus,"Solus Travel Ltd,",NoGroup_BusMode,,,,SOL,,,2257,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
SOSK,"Solutions SK","Solutions SK","Solutions Sk Ltd",PC1086521,NW,Bus,"Solutions Sk Ltd,",NoGroup_BusMode,,,,,,,2119,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SOST,"Stanton's of Stoke",,"Going My Way Ltd",PD1126532,WM,Bus,"Going My Way Ltd,",NoGroup_BusMode,,,,SOS,,,,,,,,,,,,,,,,,,,"2015-05-08 00:00:00","John Prince","Added for Gary Leek",OK,,
SOTR,"Social Travel",,"Social Travel Private Limited",PD1125565,WM,Bus,"Social Travel Private Limited,",NoGroup_BusMode,,,,SOC,,,,,,,,,,,,,,,,,,,"2014-11-18 00:00:00","John Prince","Added for Gary Leek",OK,,
SOUB,"Southbourne Buses","Southbourne Buses","Southbourne Buses",,SW,Bus,"Southbourne Buses",NoGroup_BusMode,,,SBB,,,,,,,,,,,,,,,,,,,,"2017-03-06 00:00:00","Amy Brown","Added for Andy Hole",,,
SOUL,"Soul Brothers","Soul Brothers","Soul Bros Ltd",PF0005059,SE,Bus,"Soul Bros Ltd,",NoGroup_BusMode,,,,,,,,,,SOUL,,SOUL,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
SOUT,"Southampton Mini Link","Southampton Mini Link","Simon Alan Gard",PH1146678,SW,Bus,"Simon Alan Gard",NoGroup_BusMode,,,SML,,,,,,,,,,,,,,,,,,,,,,,,,
SPAC,"Spa Coaches","Spa Coaches","Norman Macarthur & Partners",PM0002233,SC,Bus,"Norman Macarthur & Partners,",NoGroup_BusMode,,,,,,,,,SPA,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
SPMW,Stringers,"Stringers Pontefract Motorways","Mark Gregory Stringer",PB1093079,YO,Bus,"Mark Gregory Stringer,",NoGroup_BusMode,,,,,,MGS,,,,,,,,,,,,,,MGS,,,"2014-02-21 00:00:00","John Prince","Adjust Name to Mark Gregory Stringer; Sydney Stringer Surrendered",OK,,
SPMX,"Mid Argyll Taxis","Mid Argyll Taxis","David J Stewart",PM0000058,SC,Bus,"David J Stewart,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence ceased for Stuart McNeil"
SPNG,"Springfield Bus & Coach","Springfield Bus & Coach","The Springfield Bus & Coach Co Ltd",PC1069690,NW,Bus,"The Springfield Bus & Coach Co Ltd,",NoGroup_BusMode,,,,,,,SPRI,,,,,,,,,,,,,,,,"2016-09-13 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
